Year,RCDTS,School Name,City,County,Title 1 Status,Student Attendance Rate,Student Mobility Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,School Type,Teacher Retention Rate
2020,150162990252052,Agassiz Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",95.7,2.8,12.9,,ELEMENTARY,86.5
2020,150162990252053,Alcott Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.5,5.2,4.4,,ELEMENTARY,
2020,150162990252054,Aldridge Elem School,Chicago,Cook,Schoolwide Title One Program,95.7,14.4,31.7,,ELEMENTARY,63.6
2020,150162990252058,Armour Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,6.8,13.8,,ELEMENTARY,72
2020,150162990252059,Armstrong G Elem IntL Studies,Chicago,Cook,Schoolwide Title One Program,97.1,10.3,9.2,,ELEMENTARY,90.5
2020,150162990252062,Audubon Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.1,3,9.2,,ELEMENTARY,89.6
2020,150162990252063,Avalon Park Elem School,Chicago,Cook,Schoolwide Title One Program,95.7,16.7,29.4,,ELEMENTARY,75
2020,150162990252066,Barnard Elem Comp Math & Sci Ctr,Chicago,Cook,Schoolwide Title One Program,96.7,4.7,13.5,,ELEMENTARY,83.7
2020,150162990252067,Barry Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,6.3,16.2,,ELEMENTARY,89.7
2020,150162990252068,Barton Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,17.9,21.2,,ELEMENTARY,88
2020,150162990252069,Bass Elem School,Chicago,Cook,Schoolwide Title One Program,95.2,16.9,24.2,,ELEMENTARY,83.6
2020,15016299025206C,Locke A Elem Charter Academy,Chicago,Cook,Schoolwide Title One Program,94.8,8.7,17.5,,CHARTER SCH,80
2020,150162990252070,Bateman Elem School,Chicago,Cook,Schoolwide Title One Program,97.4,3.5,7.6,,ELEMENTARY,89.9
2020,150162990252072,Nicholson Technology Acad Elem Sch,Chicago,Cook,Schoolwide Title One Program,95.1,23.2,35.1,,ELEMENTARY,80.3
2020,150162990252078,Beaubien Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.9,3.7,8.2,,ELEMENTARY,95
2020,150162990252079,Beethoven Elem School,Chicago,Cook,Schoolwide Title One Program,95.2,21,29.4,,ELEMENTARY,61.8
2020,150162990252080,Beidler Elem School,Chicago,Cook,Schoolwide Title One Program,96.4,16.6,20.5,,ELEMENTARY,83.3
2020,150162990252081,Belding Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,4.7,11.5,,ELEMENTARY,80.3
2020,150162990252082,Bell Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.2,2.3,4.1,,ELEMENTARY,95
2020,150162990252083,Bennett Elem School,Chicago,Cook,Schoolwide Title One Program,95.8,14.2,21.1,,ELEMENTARY,69
2020,150162990252086,Black Magnet Elem School,Chicago,Cook,Schoolwide Title One Program,97.8,4,6,,ELEMENTARY,80
2020,150162990252087,Blaine Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.5,4.2,13.7,,ELEMENTARY,98
2020,150162990252088,Bond Elem School,Chicago,Cook,Schoolwide Title One Program,94.7,26.6,27.2,,ELEMENTARY,78.6
2020,150162990252089,Boone Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,7.7,12.3,,ELEMENTARY,91.7
2020,150162990252090,Bradwell Comm Arts & Sci Elem Sch,Chicago,Cook,Schoolwide Title One Program,95.2,27.7,32,,ELEMENTARY,60.4
2020,150162990252092,Haley Elem Academy,Chicago,Cook,Schoolwide Title One Program,96.6,18.5,19.4,,ELEMENTARY,92.6
2020,150162990252093,Brennemann Elem School,Chicago,Cook,Schoolwide Title One Program,95.4,12,28.4,,ELEMENTARY,79.6
2020,150162990252094,Brentano Elem Math & Science Acad,Chicago,Cook,Schoolwide Title One Program,96.5,2.5,10.5,,ELEMENTARY,91.9
2020,150162990252095,Bridge Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,6.1,9,,ELEMENTARY,93
2020,150162990252096,Bright Elem School,Chicago,Cook,Schoolwide Title One Program,95.5,12.5,20.8,,ELEMENTARY,82.9
2020,150162990252097,Brown  W Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,6.4,13.6,,ELEMENTARY,61.8
2020,150162990252098,Brownell Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,21.5,17.7,,ELEMENTARY,73.7
2020,150162990252100,Bouchet Elem Math & Science Acad,Chicago,Cook,Schoolwide Title One Program,96,16.6,17.9,,ELEMENTARY,82.7
2020,150162990252101,Budlong Elem School,Chicago,Cook,Schoolwide Title One Program,96.7,10,7.9,,ELEMENTARY,85.7
2020,150162990252102,Burbank Elem School,Chicago,Cook,Schoolwide Title One Program,97.2,7.2,8.4,,ELEMENTARY,92.7
2020,150162990252103,Burke Elem School,Chicago,Cook,Schoolwide Title One Program,94,20.7,42.3,,ELEMENTARY,66.7
2020,150162990252104,Burley Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.3,2.1,2.9,,ELEMENTARY,92.9
2020,150162990252105,Burnham Elem Inclusive Academy,Chicago,Cook,Schoolwide Title One Program,96,16.2,15.5,,ELEMENTARY,76.2
2020,150162990252107,Burnside Elem Scholastic Academy,Chicago,Cook,Schoolwide Title One Program,96.3,3.1,17.3,,ELEMENTARY,91.2
2020,150162990252108,Burr Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.2,2.4,9.2,,ELEMENTARY,86
2020,150162990252109,Burroughs Elem School,Chicago,Cook,Schoolwide Title One Program,96.7,5.7,13.9,,ELEMENTARY,94.3
2020,150162990252110,Brunson Math & Sci Specialty Elem,Chicago,Cook,Schoolwide Title One Program,95.2,17.2,28.1,,ELEMENTARY,91.9
2020,150162990252112,Byrne Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,2.9,8.5,,ELEMENTARY,93.8
2020,150162990252113,Caldwell Elem Acad of Math & Sci,Chicago,Cook,Schoolwide Title One Program,95.1,20.9,35.6,,ELEMENTARY,92.7
2020,150162990252118,Cameron Elem School,Chicago,Cook,Schoolwide Title One Program,95.8,11.2,24.6,,ELEMENTARY,92.4
2020,150162990252119,Canty Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.5,2.6,6.3,,ELEMENTARY,92.8
2020,150162990252120,Carnegie Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,5.7,14.5,,ELEMENTARY,83.1
2020,150162990252122,Carroll Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,16.3,15.8,,ELEMENTARY,88.9
2020,150162990252123,Carter Elem School,Chicago,Cook,Schoolwide Title One Program,97,19.5,17.6,,ELEMENTARY,68.3
2020,150162990252126,Cassell Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.5,1,6.5,,ELEMENTARY,94.1
2020,150162990252127,Cather Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,17.6,24.9,,ELEMENTARY,85.2
2020,150162990252128,Chalmers Elem Specialty School,Chicago,Cook,Schoolwide Title One Program,96.6,17.5,20.4,,ELEMENTARY,69.4
2020,150162990252129,Chappell Elem School,Chicago,Cook,Schoolwide Title One Program,96.7,3.3,3.1,,ELEMENTARY,83.3
2020,150162990252130,Chase Elem School,Chicago,Cook,Schoolwide Title One Program,97.1,3.4,17.8,,ELEMENTARY,87
2020,150162990252132,Clay Elem School,Chicago,Cook,Schoolwide Title One Program,96.2,8.6,13.8,,ELEMENTARY,91.8
2020,150162990252133,Cleveland Elem School,Chicago,Cook,Schoolwide Title One Program,96.2,6.5,18.1,,ELEMENTARY,94
2020,150162990252134,Clinton Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,10.6,6,,ELEMENTARY,94.4
2020,150162990252135,Clissold Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.6,7,22.9,,ELEMENTARY,91.2
2020,150162990252136,Coles Elem Language Academy,Chicago,Cook,Schoolwide Title One Program,95.3,14.5,32.2,,ELEMENTARY,83.9
2020,150162990252138,Columbus Elem School,Chicago,Cook,Schoolwide Title One Program,96.4,5.7,8.5,,ELEMENTARY,83.3
2020,150162990252139,Cook Elem School,Chicago,Cook,Schoolwide Title One Program,96,21.5,28.1,,ELEMENTARY,84.2
2020,150162990252141,Coonley Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97,1.3,7.5,,ELEMENTARY,92.9
2020,150162990252142,Cooper Elem Dual Language Academy,Chicago,Cook,Schoolwide Title One Program,96.8,2.4,8.3,,ELEMENTARY,90.5
2020,150162990252145,Corkery Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,11,17.5,,ELEMENTARY,85.7
2020,150162990252147,Crown Elem Comm Acd Fine Arts Ctr,Chicago,Cook,Schoolwide Title One Program,95.2,23.3,39.9,,ELEMENTARY,70.3
2020,150162990252148,Darwin Elem School,Chicago,Cook,Schoolwide Title One Program,97.3,8.4,11.6,,ELEMENTARY,76.5
2020,150162990252149,Davis N Elem School,Chicago,Cook,Schoolwide Title One Program,95.7,7.1,8.9,,ELEMENTARY,85.1
2020,15016299025214C,Asian Human Services -Passage Chrtr,Chicago,Cook,Schoolwide Title One Program,95.9,12.2,18.8,,CHARTER SCH,40
2020,150162990252150,Dawes Elem School,Chicago,Cook,Schoolwide Title One Program,96.7,6.9,10,,ELEMENTARY,95.8
2020,150162990252153,Deneen Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,16.5,22.3,,ELEMENTARY,79.5
2020,150162990252154,Dett Elem School,Chicago,Cook,Schoolwide Title One Program,94.8,22.2,34.9,,ELEMENTARY,72.5
2020,150162990252155,Chopin Elem School,Chicago,Cook,Schoolwide Title One Program,95,13.5,29.2,,ELEMENTARY,89.3
2020,150162990252158,Dever Elem School,Chicago,Cook,Schoolwide Title One Program,96.2,4.7,17.9,,ELEMENTARY,90.1
2020,150162990252159,Dewey Elem Academy of Fine Arts,Chicago,Cook,Schoolwide Title One Program,97.3,15.7,16.7,,ELEMENTARY,71.7
2020,150162990252160,Disney Elem Magnet School,Chicago,Cook,Schoolwide Title One Program,96.9,1.7,8.4,,ELEMENTARY,87.9
2020,150162990252161,Dixon Elem School,Chicago,Cook,Schoolwide Title One Program,97,7.5,10.8,,ELEMENTARY,86.4
2020,150162990252167,Dore Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.2,4,14,,ELEMENTARY,94.3
2020,150162990252169,Drake Elem School,Chicago,Cook,Schoolwide Title One Program,96,15.1,24.1,,ELEMENTARY,78
2020,150162990252172,Drummond Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.2,1.4,4.1,,ELEMENTARY,95.7
2020,150162990252173,Dubois Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,24.3,24.8,,ELEMENTARY,100
2020,150162990252175,Dulles Elem School,Chicago,Cook,Schoolwide Title One Program,96.4,17.2,18.7,,ELEMENTARY,71.4
2020,150162990252177,Dunne Technology Acad Elem Sch,Chicago,Cook,Schoolwide Title One Program,97.2,12.2,14.9,,ELEMENTARY,86.8
2020,150162990252179,Dvorak Technology Acad Elem Sch,Chicago,Cook,Schoolwide Title One Program,96.7,11.6,22.4,,ELEMENTARY,71.4
2020,15016299025217C,Chicago Math & Sci Elem Charter,Chicago,Cook,Schoolwide Title One Program,97.3,6.9,12.2,1.6,CHARTER SCH,76.3
2020,150162990252180,Earle Elem School,Chicago,Cook,Schoolwide Title One Program,94.9,21.7,35.3,,ELEMENTARY,57.1
2020,150162990252181,Eberhart Elem School,Chicago,Cook,Schoolwide Title One Program,95.8,6.2,17.6,,ELEMENTARY,92.3
2020,150162990252182,Ebinger Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.6,1.8,4.9,,ELEMENTARY,97.1
2020,150162990252183,Edgebrook Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.3,2.5,1.9,,ELEMENTARY,93.4
2020,150162990252184,Edison Elem Regional Gifted Cntr,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.5,1.9,6.4,,ELEMENTARY,86.7
2020,150162990252185,Edwards Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,5,17.4,,ELEMENTARY,93.4
2020,150162990252187,Ellington Elem School,Chicago,Cook,Schoolwide Title One Program,96,22.5,23.8,,ELEMENTARY,85.8
2020,15016299025218C,Namaste Elem Charter School,Chicago,Cook,Schoolwide Title One Program,96.5,6.2,15.7,,CHARTER SCH,44.4
2020,150162990252190,Ericson Elem Scholastic Academy,Chicago,Cook,Schoolwide Title One Program,95.8,7.9,19.7,,ELEMENTARY,94.2
2020,150162990252191,Esmond Elem School,Chicago,Cook,Schoolwide Title One Program,95.4,16.2,28.9,,ELEMENTARY,89.5
2020,150162990252192,Everett Elem School,Chicago,Cook,Schoolwide Title One Program,97.9,4.5,5.6,,ELEMENTARY,66.7
2020,150162990252193,Evers Elem School,Chicago,Cook,Schoolwide Title One Program,97.6,10.2,7.1,,ELEMENTARY,92.5
2020,150162990252194,Falconer Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,6,9.8,,ELEMENTARY,91.8
2020,150162990252195,Faraday Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,20.4,17.2,,ELEMENTARY,83.3
2020,150162990252198,Farnsworth Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,5.1,11,,ELEMENTARY,95.9
2020,15016299025219C,Erie Elem Charter School,Chicago,Cook,Schoolwide Title One Program,96.2,5.6,21.9,,CHARTER SCH,62.7
2020,150162990252202,Fernwood Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,11.4,12.9,,ELEMENTARY,70.4
2020,150162990252203,Field Elem School,Chicago,Cook,Schoolwide Title One Program,97.5,11,14.7,,ELEMENTARY,58.3
2020,150162990252204,Fiske Elem School,Chicago,Cook,Schoolwide Title One Program,95,16.8,37.3,,ELEMENTARY,96.4
2020,150162990252206,Fort Dearborn Elem School,Chicago,Cook,Schoolwide Title One Program,97,17.3,10.5,,ELEMENTARY,78
2020,150162990252207,Franklin Elem Fine Arts Center,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.8,2.7,6.7,,ELEMENTARY,90.9
2020,150162990252209,Fuller Elem School,Chicago,Cook,Schoolwide Title One Program,97,8.9,15.3,,ELEMENTARY,85.4
2020,150162990252210,Fulton Elem School,Chicago,Cook,Schoolwide Title One Program,95.5,19.8,22.3,,ELEMENTARY,94
2020,150162990252211,Funston Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,5.5,18.2,,ELEMENTARY,71.4
2020,150162990252212,Gale Elem Community Academy,Chicago,Cook,Schoolwide Title One Program,94.4,23.1,31.3,,ELEMENTARY,62.2
2020,150162990252213,Gallistel Elem Language Academy,Chicago,Cook,Schoolwide Title One Program,97.1,6.4,9.1,,ELEMENTARY,98.4
2020,150162990252214,Garvy  J Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.8,2,2.8,,ELEMENTARY,92.8
2020,150162990252215,Gary Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,6.5,14.6,,ELEMENTARY,84.4
2020,15016299025221C,Legacy Elem Charter School,Chicago,Cook,Schoolwide Title One Program,96.4,3.2,23.2,,CHARTER SCH,0
2020,150162990252220,Goethe Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,3.6,16.9,,ELEMENTARY,86.5
2020,150162990252222,Owens Community Academy ES,Chicago,Cook,Schoolwide Title One Program,95.3,17,28.2,,ELEMENTARY,65.4
2020,150162990252223,Goudy Technology Academy,Chicago,Cook,Schoolwide Title One Program,97.1,11.5,12.7,,ELEMENTARY,92
2020,150162990252224,Graham  A Elem School,Chicago,Cook,Schoolwide Title One Program,95.4,8.9,22.1,,ELEMENTARY,83.6
2020,150162990252226,Gray Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,5.3,10.5,,ELEMENTARY,95.4
2020,150162990252227,Greeley Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,2.2,3.7,,ELEMENTARY,88.6
2020,150162990252229,Greene N Elem School,Chicago,Cook,Schoolwide Title One Program,96.4,8.1,12.3,,ELEMENTARY,74
2020,150162990252230,Gregory Math & Sci Elem Academy,Chicago,Cook,Schoolwide Title One Program,94.5,21.8,38.4,,ELEMENTARY,93
2020,150162990252231,Gresham Elem School,Chicago,Cook,Schoolwide Title One Program,97.6,13.3,14.2,,ELEMENTARY,77.5
2020,150162990252232,Grimes Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,4.5,9.5,,ELEMENTARY,94
2020,150162990252235,Haines Elem School,Chicago,Cook,Schoolwide Title One Program,98.5,2.5,4.6,,ELEMENTARY,94.1
2020,150162990252236,Gillespie Elem School,Chicago,Cook,Schoolwide Title One Program,94.3,14.3,32.2,,ELEMENTARY,77.1
2020,150162990252239,Hale Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,4,4.8,,ELEMENTARY,92.1
2020,150162990252240,Hamilton Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97,2.7,6.1,,ELEMENTARY,85
2020,150162990252241,Hamline Elem School,Chicago,Cook,Schoolwide Title One Program,95.8,13,17.3,,ELEMENTARY,73.7
2020,150162990252242,Hammond Elem School,Chicago,Cook,Schoolwide Title One Program,95.1,8.3,19.5,,ELEMENTARY,78.5
2020,150162990252244,Bret Harte Elem School,Chicago,Cook,Schoolwide Title One Program,97,6.5,9,,ELEMENTARY,92.7
2020,150162990252246,Harvard Elem School,Chicago,Cook,Schoolwide Title One Program,97.4,26.1,16.9,,ELEMENTARY,82.1
2020,150162990252247,Haugan Elem School,Chicago,Cook,Schoolwide Title One Program,96.4,8.6,15.8,,ELEMENTARY,91.9
2020,150162990252249,Hawthorne Elem Scholastic Academy,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.4,1.8,3.2,,ELEMENTARY,93.8
2020,15016299025224C,Providence-Englewood Elem Charter,Chicago,Cook,Schoolwide Title One Program,95.6,5.7,24.6,,CHARTER SCH,65.7
2020,150162990252252,Hayt Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,7.7,10.4,,ELEMENTARY,95.3
2020,150162990252254,Healy Elem School,Chicago,Cook,Schoolwide Title One Program,98,4.8,2.7,,ELEMENTARY,97
2020,150162990252255,Hearst Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,9.7,20.3,,ELEMENTARY,82.5
2020,150162990252256,Hedges Elem School,Chicago,Cook,Schoolwide Title One Program,96,8.2,23,,ELEMENTARY,71.6
2020,150162990252257,Hefferan Elem School,Chicago,Cook,Schoolwide Title One Program,95.9,22.2,29.4,,ELEMENTARY,80.5
2020,150162990252258,Henderson Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,25.3,23.5,,ELEMENTARY,83.7
2020,150162990252259,Hendricks Elem Community Academy,Chicago,Cook,Schoolwide Title One Program,95.2,13.6,32.5,,ELEMENTARY,82.9
2020,15016299025225C,Chicago Virtual Charter School,Chicago,Cook,Schoolwide Title One Program,87.8,16.6,49.9,5.8,CHARTER SCH,39.7
2020,150162990252260,Henry Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,6.3,18.8,,ELEMENTARY,84
2020,150162990252263,Herzl Elem School,Chicago,Cook,Schoolwide Title One Program,97.2,16.2,14.7,,ELEMENTARY,64.6
2020,150162990252265,Hibbard Elem School,Chicago,Cook,Schoolwide Title One Program,97.5,5.8,7.6,,ELEMENTARY,95.9
2020,150162990252266,Higgins Elem Community Academy,Chicago,Cook,Schoolwide Title One Program,95.5,15.1,29.4,,ELEMENTARY,80.6
2020,150162990252267,King Academy of Social Justice,Chicago,Cook,Schoolwide Title One Program,96.2,28.6,5.5,,ELEMENTARY,72.4
2020,150162990252268,Hitch Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,3.8,6.4,,ELEMENTARY,89.3
2020,150162990252269,Holden Elem School,Chicago,Cook,Schoolwide Title One Program,97,6.7,8.4,,ELEMENTARY,79.1
2020,15016299025226C,Polaris Elem Charter Academy,Chicago,Cook,Schoolwide Title One Program,99.7,19.2,1.3,,CHARTER SCH,30.8
2020,150162990252270,Holmes Elem School,Chicago,Cook,Schoolwide Title One Program,95.9,23,6.8,,ELEMENTARY,75.9
2020,150162990252273,Howe Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,11.5,17.6,,ELEMENTARY,70.5
2020,150162990252275,Hoyne Elem School,Chicago,Cook,Schoolwide Title One Program,95.9,10.7,22.6,,ELEMENTARY,97
2020,150162990252276,Hughes  C Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,19.9,10.5,,ELEMENTARY,87.9
2020,150162990252280,Hurley Elem School,Chicago,Cook,Schoolwide Title One Program,96.7,4.8,10,,ELEMENTARY,81.6
2020,150162990252281,Irving Elem School,Chicago,Cook,Schoolwide Title One Program,95.8,6.9,25.4,,ELEMENTARY,80.9
2020,150162990252283,Jackson A Elem Language Acad,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.3,1.4,10.1,,ELEMENTARY,86.1
2020,150162990252284,Jahn Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,8.9,12.5,,ELEMENTARY,72.7
2020,150162990252285,Jamieson Elem School,Chicago,Cook,Schoolwide Title One Program,97.3,6.7,7.3,,ELEMENTARY,93.7
2020,150162990252288,Jensen Elem Scholastic Academy,Chicago,Cook,Schoolwide Title One Program,95.8,17.7,26.2,,ELEMENTARY,81.3
2020,150162990252289,Pilsen Elem Community Academy,Chicago,Cook,Schoolwide Title One Program,96.9,7.1,16.8,,ELEMENTARY,74
2020,15016299025228C,Catalyst Charter-Circle Rock ES,Chicago,Cook,Schoolwide Title One Program,97.3,3.2,6.7,,CHARTER SCH,70
2020,150162990252290,Johnson Elem School,Chicago,Cook,Schoolwide Title One Program,96.4,26.1,25.1,,ELEMENTARY,82
2020,150162990252292,Jungman Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,4.6,12.1,,ELEMENTARY,80.9
2020,150162990252293,Kellogg Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",98,6.1,7,,ELEMENTARY,92.5
2020,150162990252294,Kershaw Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,0.9,11.7,,ELEMENTARY,94.3
2020,150162990252296,Kilmer Elem School,Chicago,Cook,Schoolwide Title One Program,96.7,10.2,15.8,,ELEMENTARY,86.9
2020,150162990252299,Kinzie Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,3.2,6.3,,ELEMENTARY,91.7
2020,15016299025229C,Academy for Global Citizenship,Chicago,Cook,Schoolwide Title One Program,96.1,1.1,18.9,,CHARTER SCH,83
2020,150162990252300,Kipling Elem School,Chicago,Cook,Schoolwide Title One Program,97,7.3,12.7,,ELEMENTARY,87.5
2020,150162990252303,Lozano Elem Bilingual & Intl Ctr,Chicago,Cook,Schoolwide Title One Program,96.7,3.8,19.5,,ELEMENTARY,80
2020,150162990252304,Kozminski Elem Community Academy,Chicago,Cook,Schoolwide Title One Program,95.1,13.3,34,,ELEMENTARY,82.1
2020,150162990252306,LaSalle Elem Language Academy,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.6,0.8,8.6,,ELEMENTARY,89.3
2020,150162990252309,Lawndale Elem Community Academy,Chicago,Cook,Schoolwide Title One Program,95.8,20.6,29.5,,ELEMENTARY,69
2020,15016299025230C,Rowe Elementary,Chicago,Cook,Schoolwide Title One Program,96,3.8,22.4,,CHARTER SCH,37.9
2020,150162990252311,Lewis Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,13.7,15.5,,ELEMENTARY,85.7
2020,150162990252313,Libby Elem School,Chicago,Cook,Schoolwide Title One Program,96.2,12.2,23.1,,ELEMENTARY,72.5
2020,150162990252314,Lincoln Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.6,4.4,0.2,,ELEMENTARY,93.3
2020,150162990252315,Linne Elem School,Chicago,Cook,Schoolwide Title One Program,97.3,3.6,7.6,,ELEMENTARY,88.6
2020,150162990252316,Lloyd Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,8.1,14.9,,ELEMENTARY,92.3
2020,150162990252317,Locke  J Elem School,Chicago,Cook,Schoolwide Title One Program,95.9,7.5,18.2,,ELEMENTARY,92.2
2020,150162990252319,Lovett Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,11.4,13.5,,ELEMENTARY,87.8
2020,150162990252321,Lowell Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,9.7,17.9,,ELEMENTARY,88.6
2020,150162990252323,Lyon Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,5.3,20.1,,ELEMENTARY,94.7
2020,150162990252324,Madison Elem School,Chicago,Cook,Schoolwide Title One Program,96.5,25.6,25.5,,ELEMENTARY,78.8
2020,150162990252326,Manierre Elem School,Chicago,Cook,Schoolwide Title One Program,94.2,13.2,37,,ELEMENTARY,79.6
2020,150162990252328,Mann Elem School,Chicago,Cook,Schoolwide Title One Program,97,15.5,17.8,,ELEMENTARY,87.8
2020,15016299025232C,Catalyst Charter - Maria ES,Chicago,Cook,Schoolwide Title One Program,95.9,7.5,21.5,1.4,CHARTER SCH,53.3
2020,150162990252330,Marquette Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,10.8,17.1,,ELEMENTARY,86.5
2020,150162990252331,Marsh Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,4.8,21.6,,ELEMENTARY,93.5
2020,150162990252334,Mason Elem School,Chicago,Cook,Schoolwide Title One Program,96.1,15.4,25.7,,ELEMENTARY,
2020,150162990252337,Mayer Elem School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",96.4,4.5,13.9,,ELEMENTARY,90.8
2020,150162990252339,McClellan Elem School,Chicago,Cook,Schoolwide Title One Program,95.5,5.4,22.7,,ELEMENTARY,82.1
2020,15016299025233C,Montessori of Englewood Chtr ES,Chicago,Cook,Schoolwide Title One Program,96,17.4,4,,CHARTER SCH,44.4
2020,150162990252341,McCormick Elem School,Chicago,Cook,Schoolwide Title One Program,96.6,5.6,13.6,,ELEMENTARY,91.8
2020,150162990252344,McCutcheon Elem School,Chicago,Cook,Schoolwide Title One Program,97,14.5,13.8,,ELEMENTARY,87.5
2020,150162990252345,McDade Elem Classical School,Chicago,Cook,"Eligible, but Not a Participant in Title One Program",97.8,1.1,1.8,,ELEMENTARY,81
2020,150162990252346,McKay Elem School,Chicago,Cook,Schoolwide Title One Program,96.8,16.8,17.1,,ELEMENTARY,88.6
2020,150162990252349,McPherson Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,4.8,8.4,,ELEMENTARY,92.9
2020,150162990252352,Melody Elem School,Chicago,Cook,Schoolwide Title One Program,96.9,19.6,4,,ELEMENTARY,84.6
2020,150162990252353,Mitchell Elem School,Chicago,Cook,Schoolwide Title One Program,97,1.3,5.8,,ELEMENTARY,88.5
2020,150162990252354,Mollison Elem School,Chicago,Cook,Schoolwide Title One Program,95.6,14.2,27.6,,ELEMENTARY,78
2020,150162990252355,Monroe Elem School,Chicago,Cook,Schoolwide Title One Program,97.1,9.6,3.1,,ELEMENTARY,93.3
2020,150162990252356,Moos Elem School,Chicago,Cook,Schoolwide Title One Program,96.3,7.6,19.4,,ELEMENTARY,75.8
2020,150162990252357,Morrill Elem Math & Sci School,Chicago,Cook,Schoolwide Title One Program,95.6,9.5,27.3,,ELEMENTARY,71.2
2020,150162990252358,Inter-American Elem Magnet School,Chicago,Cook,Schoolwide Title One Program,97.5,1.7,1.7,,ELEMENTARY,87.4
2020,15016299025235C,Christopher House Chrt ES,Chicago,Cook,Schoolwide Title One Program,97.3,0.2,17.5,,CHARTER SCH,0
